11:45:42,-891,421
11:45:45,-891,436
11:45:48,-908,416
11:45:51,-1046,474
11:45:54,-1071,494
11:45:57,-1275,597
11:46:00,-1220,633
11:46:03,-1256,657
11:46:06,-1203,744
11:46:09,-1457,728
11:46:12,-1160,642
11:46:15,-1180,721
11:46:18,-1187,697
11:46:21,-1182,651
11:46:24,-1195,709
11:46:27,-1212,700
11:46:30,-1234,708
11:46:33,-1271,682
11:46:36,-1206,432
11:46:39,-1190,441
11:46:42,-1212,424
11:46:45,-1216,415
11:46:48,-1222,440
11:46:51,-1200,430
11:46:54,-1219,429
11:46:57,-1224,418
11:47:00,-1217,412
11:47:03,-1227,409
11:47:06,-1227,400
11:47:09,-1219,428
11:47:12,-1235,417
11:47:15,-1236,409
11:47:18,-1236,400
11:47:21,-1217,398
11:47:24,-1241,422
11:47:27,-1251,421
11:47:30,-1249,431
11:47:33,-1250,434
11:47:36,-1230,391
11:47:39,-1227,376
11:47:42,-1218,419
11:47:45,-1253,410
11:47:48,-1244,403
11:47:51,-1246,407
11:47:54,-1246,378
11:47:57,-1245,414
11:48:00,-1237,408
11:48:03,-1229,410
11:48:06,-1251,404
11:48:09,-1264,415
11:48:12,-1263,417
11:48:15,-1260,444
11:48:18,-1261,436
11:48:21,-1269,400
11:48:24,-1235,392
11:48:27,-1255,418
11:48:30,-1256,416
11:48:33,-1244,409
11:48:36,-1254,405
11:48:39,-1254,408
11:48:42,-1246,415
11:48:45,-1214,419
11:48:48,-1247,400
11:48:51,-1255,387
11:48:54,-1246,399
11:48:57,-1242,416
11:49:00,-1248,398
11:49:03,-1254,418
11:49:06,-1219,419
11:49:09,-1252,417
11:49:12,-1257,398
11:49:15,-1245,407
11:49:18,-1251,396
11:49:21,-1253,419
11:49:24,-1256,413
11:49:27,-1222,434
11:49:30,-1247,412
11:49:33,-1242,402
11:49:36,-1256,406
11:49:39,-1254,390
11:49:42,-1257,405
11:49:45,-1261,425
11:49:48,-1224,398
11:49:54,-1238,395
11:49:54,-1266,432
11:49:57,-1246,386
11:50:00,-1258,429
11:50:03,-1254,393
11:50:06,-1254,405
11:50:09,-1229,427
11:50:12,-1260,413
11:50:15,-1261,420
11:50:18,-1261,410
11:50:21,-1250,411
11:50:24,-1254,425
11:50:28,-1253,413
11:50:30,-1231,417
11:50:33,-1230,387
11:50:36,-1230,371
11:50:39,-1259,393
11:50:42,-1237,387
11:50:45,-1249,413
11:50:48,-1257,409
11:50:51,-1232,418
11:50:54,-1252,410
11:50:57,-1242,421
11:51:00,-1229,426
11:51:03,-1240,387
11:51:06,-1236,383
11:51:09,-1230,363
11:51:12,-1192,351
11:51:15,-1208,355
11:51:18,-1212,384
11:51:21,-1244,423
11:51:24,-1260,440
11:51:27,-1256,416
11:51:30,-1247,400
11:51:33,-1209,418
11:51:36,-1244,407
11:51:39,-1240,422
11:51:42,-1239,402
11:51:45,-1228,383
11:51:48,-1233,419
11:51:51,-1215,383
11:51:54,-1232,401
11:51:57,-1220,419
11:52:00,-1226,385
11:52:03,-1209,355
11:52:06,-1222,387
11:52:09,-1231,410
11:52:12,-1228,389
11:52:15,-1206,408
11:52:18,-1226,388
11:52:21,-1224,381
11:52:24,-1224,379
11:52:27,-1227,374
11:52:30,-1228,376
11:52:33,-1225,370
